date,country,sector,MtCO2 per day
20/08/2020,United States,Ground Transport,4.77111
20/08/2020,United States,Industry,2.48505
20/08/2020,United States,International Aviation,0.0887071
20/08/2020,United States,Power,5.16235
20/08/2020,United States,Residential,0.676485
21/08/2020,United States,Domestic Aviation,0.320172
21/08/2020,United States,Ground Transport,4.78528
21/08/2020,United States,Industry,2.46763
21/08/2020,United States,International Aviation,0.0848766
21/08/2020,United States,Power,5.12616
21/08/2020,United States,Residential,0.250864
22/08/2020,United States,Domestic Aviation,0.289162
22/08/2020,United States,Ground Transport,2.73531
22/08/2020,United States,Industry,2.52369
22/08/2020,United States,International Aviation,0.0858354
22/08/2020,United States,Power,5.24262
22/08/2020,United States,Residential,0.444111
23/08/2020,United States,Domestic Aviation,0.280077
23/08/2020,United States,Ground Transport,3.79885
23/08/2020,United States,Industry,2.47917
23/08/2020,United States,International Aviation,0.084763
23/08/2020,United States,Power,5.15012
23/08/2020,United States,Residential,0.566042
24/08/2020,United States,Domestic Aviation,0.282803
24/08/2020,United States,Ground Transport,3.61813
24/08/2020,United States,Industry,2.57098
24/08/2020,United States,International Aviation,0.0911405
24/08/2020,United States,Power,5.34086
24/08/2020,United States,Residential,0.47473
25/08/2020,United States,Domestic Aviation,0.291157
25/08/2020,United States,Ground Transport,4.50077
25/08/2020,United States,Industry,2.84087
25/08/2020,United States,International Aviation,0.0775935
25/08/2020,United States,Power,5.90151
25/08/2020,United States,Residential,0.706371
26/08/2020,United States,Domestic Aviation,0.286
26/08/2020,United States,Ground Transport,4.72482
26/08/2020,United States,Industry,2.83568
26/08/2020,United States,International Aviation,0.0743421
26/08/2020,United States,Power,5.89072
26/08/2020,United States,Residential,1.35811
27/08/2020,United States,Domestic Aviation,0.30814
27/08/2020,United States,Ground Transport,4.77111
27/08/2020,United States,Industry,2.71787
27/08/2020,United States,International Aviation,0.0897016
27/08/2020,United States,Power,5.646
27/08/2020,United States,Residential,2.76044
28/08/2020,United States,Domestic Aviation,0.318914
28/08/2020,United States,Ground Transport,4.78528
28/08/2020,United States,Industry,2.80669
28/08/2020,United States,International Aviation,0.0809173
28/08/2020,United States,Power,5.83051
28/08/2020,United States,Residential,1.26493
29/08/2020,United States,Domestic Aviation,0.289218
29/08/2020,United States,Ground Transport,2.73531
29/08/2020,United States,Industry,2.67981
29/08/2020,United States,International Aviation,0.0890514
29/08/2020,United States,Power,5.56694
29/08/2020,United States,Residential,1.95559
30/08/2020,United States,Domestic Aviation,0.27656
30/08/2020,United States,Ground Transport,3.79885
30/08/2020,United States,Industry,2.40685
30/08/2020,United States,International Aviation,0.0827701
30/08/2020,United States,Power,4.9999
30/08/2020,United States,Residential,2.79476
31/08/2020,United States,Domestic Aviation,0.280725
31/08/2020,United States,Ground Transport,3.61813
31/08/2020,United States,Industry,2.17214
31/08/2020,United States,International Aviation,0.0890948
31/08/2020,United States,Power,4.51232
31/08/2020,United States,Residential,4.13086
01/09/2020,United States,Domestic Aviation,0.28689
01/09/2020,United States,Ground Transport,4.44715
01/09/2020,United States,Industry,3.07337
01/09/2020,United States,International Aviation,0.0824568
01/09/2020,United States,Power,5.01453
01/09/2020,United States,Residential,0.331104
02/09/2020,United States,Domestic Aviation,0.290176
02/09/2020,United States,Ground Transport,4.66854
02/09/2020,United States,Industry,3.20758
02/09/2020,United States,International Aviation,0.0774715
02/09/2020,United States,Power,5.23351
02/09/2020,United States,Residential,0.132104
03/09/2020,United States,Domestic Aviation,0.316159
03/09/2020,United States,Ground Transport,4.71428
03/09/2020,United States,Industry,3.30978
03/09/2020,United States,International Aviation,0.0962129
03/09/2020,United States,Power,5.40026
03/09/2020,United States,Residential,0.107988
04/09/2020,United States,Domestic Aviation,0.325368
04/09/2020,United States,Ground Transport,4.72827
04/09/2020,United States,Industry,3.26193
04/09/2020,United States,International Aviation,0.0869667
04/09/2020,United States,Power,5.32219
04/09/2020,United States,Residential,0.174974
05/09/2020,United States,Domestic Aviation,0.28153
05/09/2020,United States,Ground Transport,2.70273
05/09/2020,United States,Industry,3.12784
05/09/2020,United States,International Aviation,0.0912604
05/09/2020,United States,Power,5.1034
05/09/2020,United States,Residential,0.169996
06/09/2020,United States,Domestic Aviation,0.240597
06/09/2020,United States,Ground Transport,3.7536
06/09/2020,United States,Industry,2.72416
06/09/2020,United States,International Aviation,0.0915657
06/09/2020,United States,Power,4.44476
06/09/2020,United States,Residential,0.186949
07/09/2020,United States,Domestic Aviation,0.264279
07/09/2020,United States,Ground Transport,3.57503
07/09/2020,United States,Industry,2.53833
07/09/2020,United States,International Aviation,0.0901361
07/09/2020,United States,Power,4.14155
07/09/2020,United States,Residential,0.218912
08/09/2020,United States,Domestic Aviation,0.247518
08/09/2020,United States,Ground Transport,4.44715
08/09/2020,United States,Industry,2.62232
08/09/2020,United States,International Aviation,0.0839132
08/09/2020,United States,Power,4.27859
08/09/2020,United States,Residential,1.44858
09/09/2020,United States,Domestic Aviation,0.265954
09/09/2020,United States,Ground Transport,4.66854
09/09/2020,United States,Industry,2.78194
09/09/2020,United States,International Aviation,0.0826527
09/09/2020,United States,Power,4.53903
09/09/2020,United States,Residential,2.21786
10/09/2020,United States,Domestic Aviation,0.295462
10/09/2020,United States,Ground Transport,4.71428
10/09/2020,United States,Industry,2.82185
10/09/2020,United States,International Aviation,0.0962907
10/09/2020,United States,Power,4.60414
10/09/2020,United States,Residential,2.14434
11/09/2020,United States,Domestic Aviation,0.296591
11/09/2020,United States,Ground Transport,4.72827
11/09/2020,United States,Industry,2.95958
11/09/2020,United States,International Aviation,0.0904106
11/09/2020,United States,Power,4.82887
11/09/2020,United States,Residential,1.51394
12/09/2020,United States,Domestic Aviation,0.258112
12/09/2020,United States,Ground Transport,2.70273
12/09/2020,United States,Industry,2.86662
12/09/2020,United States,International Aviation,0.091459
12/09/2020,United States,Power,4.67719
12/09/2020,United States,Residential,0.955894
13/09/2020,United States,Domestic Aviation,0.252514
13/09/2020,United States,Ground Transport,3.7536
13/09/2020,United States,Industry,2.6465
13/09/2020,United States,International Aviation,0.0916616
13/09/2020,United States,Power,4.31804
13/09/2020,United States,Residential,0.573572
14/09/2020,United States,Domestic Aviation,0.257848
14/09/2020,United States,Ground Transport,3.57503
14/09/2020,United States,Industry,2.63596
14/09/2020,United States,International Aviation,0.094338
14/09/2020,United States,Power,4.30085
14/09/2020,United States,Residential,0.573659
15/09/2020,United States,Domestic Aviation,0.265567
15/09/2020,United States,Ground Transport,4.44715
15/09/2020,United States,Industry,2.79089
15/09/2020,United States,International Aviation,0.0855101
15/09/2020,United States,Power,4.55363
15/09/2020,United States,Residential,1.53977
16/09/2020,United States,Domestic Aviation,0.273937
16/09/2020,United States,Ground Transport,4.66854
16/09/2020,United States,Industry,2.64545
16/09/2020,United States,International Aviation,0.0838591
16/09/2020,United States,Power,4.31632
16/09/2020,United States,Residential,1.17572
17/09/2020,United States,Domestic Aviation,0.292826
17/09/2020,United States,Ground Transport,4.71428
17/09/2020,United States,Industry,2.67117
17/09/2020,United States,International Aviation,0.0996795
17/09/2020,United States,Power,4.35829
17/09/2020,United States,Residential,0.80388
18/09/2020,United States,Domestic Aviation,0.30213
18/09/2020,United States,Ground Transport,4.72827
18/09/2020,United States,Industry,2.68961
18/09/2020,United States,International Aviation,0.0909343
18/09/2020,United States,Power,4.38838
18/09/2020,United States,Residential,1.79989
19/09/2020,United States,Domestic Aviation,0.26336
19/09/2020,United States,Ground Transport,2.70273
19/09/2020,United States,Industry,2.41815
19/09/2020,United States,International Aviation,0.0953031
19/09/2020,United States,Power,3.94546
19/09/2020,United States,Residential,3.63333
20/09/2020,United States,Domestic Aviation,0.260617
20/09/2020,United States,Ground Transport,3.7536
20/09/2020,United States,Industry,1.95185
20/09/2020,United States,International Aviation,0.0915979
20/09/2020,United States,Power,3.18465
20/09/2020,United States,Residential,3.62827
21/09/2020,United States,Domestic Aviation,0.259854
21/09/2020,United States,Ground Transport,3.57503
21/09/2020,United States,Industry,1.87867
21/09/2020,United States,International Aviation,0.0966064
21/09/2020,United States,Power,3.06525
21/09/2020,United States,Residential,3.14336
22/09/2020,United States,Domestic Aviation,0.269194
22/09/2020,United States,Ground Transport,4.44715
22/09/2020,United States,Industry,2.20652
22/09/2020,United States,International Aviation,0.0851971
22/09/2020,United States,Power,3.60016
22/09/2020,United States,Residential,2.61073
23/09/2020,United States,Domestic Aviation,0.278818
23/09/2020,United States,Ground Transport,4.66854
23/09/2020,United States,Industry,2.28849
23/09/2020,United States,International Aviation,0.0867065
23/09/2020,United States,Power,3.73391
23/09/2020,United States,Residential,0.696667
24/09/2020,United States,Domestic Aviation,0.30138
24/09/2020,United States,Ground Transport,4.71428
24/09/2020,United States,Industry,2.36673
24/09/2020,United States,International Aviation,0.0946123
24/09/2020,United States,Power,3.86158
24/09/2020,United States,Residential,0.414739
25/09/2020,United States,Domestic Aviation,0.301621
25/09/2020,United States,Ground Transport,4.72827
25/09/2020,United States,Industry,2.38826
25/09/2020,United States,International Aviation,0.0941953
25/09/2020,United States,Power,3.8967
25/09/2020,United States,Residential,0.464132
26/09/2020,United States,Domestic Aviation,0.26242
26/09/2020,United States,Ground Transport,2.70273
26/09/2020,United States,Industry,2.33849
26/09/2020,United States,International Aviation,0.0949161
26/09/2020,United States,Power,3.8155
26/09/2020,United States,Residential,0.368569
27/09/2020,United States,Domestic Aviation,0.258776
27/09/2020,United States,Ground Transport,3.7536
27/09/2020,United States,Industry,2.07945
27/09/2020,United States,International Aviation,0.0996694
27/09/2020,United States,Power,3.39284
27/09/2020,United States,Residential,0.674231
28/09/2020,United States,Domestic Aviation,0.210805
28/09/2020,United States,Ground Transport,3.57503
28/09/2020,United States,Industry,2.16338
28/09/2020,United States,International Aviation,0.1115
28/09/2020,United States,Power,3.52978
28/09/2020,United States,Residential,1.69879
29/09/2020,United States,Domestic Aviation,0.231226
29/09/2020,United States,Ground Transport,4.44715
29/09/2020,United States,Industry,2.3123
29/09/2020,United States,International Aviation,0.0700666
29/09/2020,United States,Power,3.77276
29/09/2020,United States,Residential,2.50093
30/09/2020,United States,Domestic Aviation,0.281813
30/09/2020,United States,Ground Transport,4.66854
30/09/2020,United States,Industry,2.29186
30/09/2020,United States,International Aviation,0.0874282
30/09/2020,United States,Power,3.73941
30/09/2020,United States,Residential,2.39378
01/10/2020,United States,Domestic Aviation,0.308395
01/10/2020,United States,Ground Transport,4.77424
01/10/2020,United States,Industry,2.3699
01/10/2020,United States,International Aviation,0.103393
01/10/2020,United States,Power,3.39971
01/10/2020,United States,Residential,0.84257
02/10/2020,United States,Domestic Aviation,0.314687
02/10/2020,United States,Ground Transport,4.78841
02/10/2020,United States,Industry,2.51392
02/10/2020,United States,International Aviation,0.097289
02/10/2020,United States,Power,3.60631
02/10/2020,United States,Residential,1.41609
03/10/2020,United States,Domestic Aviation,0.275952
03/10/2020,United States,Ground Transport,2.7371
03/10/2020,United States,Industry,2.44275
03/10/2020,United States,International Aviation,0.095838
03/10/2020,United States,Power,3.50422
